ID, Antenna, Switches, Position, Value, Value decimal
1201, 00, 1111, 01, 1111111111111111, -1
1202, 00, 1111, 01, 0000000000000001, 1
1203, 00, 1111, 01, 1111111111111111, -1
1204, 00, 1111, 01, 0000000000000000, 0
1205, 00, 1111, 01, 0000000000000000, 0
1206, 00, 1111, 01, 0000000000000001, 1
1207, 00, 1111, 01, 0000000000000001, 1
1208, 00, 1111, 01, 0000000000000000, 0
1209, 00, 1111, 01, 0000000000000000, 0
1210, 00, 1111, 01, 0000000000000000, 0
1211, 00, 1111, 01, 0000000000000000, 0
1212, 00, 1111, 01, 0000000000000000, 0
1213, 00, 1111, 01, 0000000000000000, 0
1214, 00, 1111, 01, 0000000000000010, 2
1215, 00, 1111, 01, 0000000000000000, 0
1216, 00, 1111, 01, 1111111111111111, -1
1217, 00, 1111, 01, 0000000000000000, 0
1218, 00, 1111, 01, 0000000000000001, 1
1219, 00, 1111, 01, 0000000000000001, 1
1220, 00, 1111, 01, 0000000000000001, 1
1221, 00, 1111, 01, 0000000000000001, 1
1222, 00, 1111, 01, 0000000000000000, 0
1223, 00, 1111, 01, 0000000000000001, 1
1224, 00, 1111, 01, 0000000000000000, 0
1225, 00, 1111, 01, 0000000000000001, 1
1226, 00, 1111, 01, 0000000000000001, 1
1227, 00, 1111, 01, 1111111111111111, -1
1228, 00, 1111, 01, 0000000000000000, 0
1229, 00, 1111, 01, 0000000000000001, 1
1230, 00, 1111, 01, 0000000000000000, 0
1231, 00, 1111, 01, 0000000000000000, 0
1232, 00, 1111, 01, 0000000000000000, 0
1233, 00, 1111, 01, 1111111111111111, -1
1234, 00, 1111, 01, 0000000000000001, 1
1235, 00, 1111, 01, 0000000000000001, 1
1236, 00, 1111, 01, 1111111111111111, -1
1237, 00, 1111, 01, 0000000000000001, 1
1238, 00, 1111, 01, 1111111111111111, -1
1239, 00, 1111, 01, 0000000000000010, 2
1240, 00, 1111, 01, 0000000000000011, 3
1241, 00, 1111, 01, 0000000000000000, 0
1242, 00, 1111, 01, 0000000000000001, 1
1243, 00, 1111, 01, 0000000000000000, 0
1244, 00, 1111, 01, 1111111111111111, -1
1245, 00, 1111, 01, 0000000000000000, 0
1246, 00, 1111, 01, 0000000000000000, 0
1247, 00, 1111, 01, 0000000000000001, 1
1248, 00, 1111, 01, 1111111111111111, -1
1249, 00, 1111, 01, 1111111111111111, -1
1250, 00, 1111, 01, 0000000000000000, 0
1251, 00, 1111, 01, 0000000000000001, 1
1252, 00, 1111, 01, 0000000000000001, 1
1253, 00, 1111, 01, 1111111111111111, -1
1254, 00, 1111, 01, 0000000000000001, 1
1255, 00, 1111, 01, 0000000000000010, 2
1256, 00, 1111, 01, 0000000000000001, 1
1257, 00, 1111, 01, 1111111111111111, -1
1258, 00, 1111, 01, 0000000000000000, 0
1259, 00, 1111, 01, 1111111111111111, -1
1260, 00, 1111, 01, 0000000000000001, 1
1261, 00, 1111, 01, 0000000000000001, 1
1262, 00, 1111, 01, 0000000000000000, 0
1263, 00, 1111, 01, 0000000000000001, 1
1264, 00, 1111, 01, 0000000000000001, 1
1265, 00, 1111, 01, 0000000000000000, 0
1266, 00, 1111, 01, 0000000000000000, 0
1267, 00, 1111, 01, 1111111111111111, -1
1268, 00, 1111, 01, 0000000000000000, 0
1269, 00, 1111, 01, 0000000000000000, 0
1270, 00, 1111, 01, 1111111111111111, -1
1271, 00, 1111, 01, 0000000000000000, 0
1272, 00, 1111, 01, 0000000000000001, 1
1273, 00, 1111, 01, 0000000000000001, 1
1274, 00, 1111, 01, 0000000000000001, 1
1275, 00, 1111, 01, 0000000000000001, 1
1276, 00, 1111, 01, 0000000000000010, 2
1277, 00, 1111, 01, 0000000000000001, 1
1278, 00, 1111, 01, 0000000000000001, 1
1279, 00, 1111, 01, 0000000000000000, 0
1280, 00, 1111, 01, 0000000000000001, 1
1281, 00, 1111, 01, 0000000000000001, 1
1282, 00, 1111, 01, 0000000000000001, 1
1283, 00, 1111, 01, 1111111111111111, -1
1284, 00, 1111, 01, 1111111111111111, -1
1285, 00, 1111, 01, 0000000000000010, 2
1286, 00, 1111, 01, 0000000000000010, 2
1287, 00, 1111, 01, 0000000000000001, 1
1288, 00, 1111, 01, 0000000000000010, 2
1289, 00, 1111, 01, 0000000000000001, 1
1290, 00, 1111, 01, 0000000000000010, 2
1291, 00, 1111, 01, 0000000000000001, 1
1292, 00, 1111, 01, 0000000000000000, 0
1293, 00, 1111, 01, 0000000000000001, 1
1294, 00, 1111, 01, 1111111111111110, -2
1295, 00, 1111, 01, 0000000000000010, 2
1296, 00, 1111, 01, 0000000000000001, 1
1297, 00, 1111, 01, 0000000000000000, 0
1298, 00, 1111, 01, 0000000000000001, 1
1299, 00, 1111, 01, 0000000000000000, 0
1300, 00, 1111, 01, 0000000000000001, 1
1301, 00, 1111, 01, 1111111111111111, -1
1302, 00, 1111, 01, 0000000000000000, 0
1303, 00, 1111, 01, 0000000000000000, 0
1304, 00, 1111, 01, 0000000000000001, 1
1305, 00, 1111, 01, 0000000000000001, 1
1306, 00, 1111, 01, 0000000000000010, 2
1307, 00, 1111, 01, 0000000000000001, 1
1308, 00, 1111, 01, 1111111111111111, -1
1309, 00, 1111, 01, 1111111111111111, -1
1310, 00, 1111, 01, 0000000000000000, 0
1311, 00, 1111, 01, 1111111111111111, -1
1312, 00, 1111, 01, 0000000000000010, 2
1313, 00, 1111, 01, 0000000000000001, 1
1314, 00, 1111, 01, 0000000000000011, 3
1315, 00, 1111, 01, 0000000000000000, 0
1316, 00, 1111, 01, 0000000000000000, 0
1317, 00, 1111, 01, 0000000000000001, 1
1318, 00, 1111, 01, 0000000000000000, 0
1319, 00, 1111, 01, 0000000000000010, 2
1320, 00, 1111, 01, 0000000000000001, 1
1321, 00, 1111, 01, 0000000000000001, 1
1322, 00, 1111, 01, 0000000000000010, 2
1323, 00, 1111, 01, 0000000000000000, 0
1324, 00, 1111, 01, 0000000000000000, 0
1325, 00, 1111, 01, 0000000000000010, 2
1326, 00, 1111, 01, 0000000000000001, 1
1327, 00, 1111, 01, 0000000000000001, 1
1328, 00, 1111, 01, 1111111111111111, -1
1329, 00, 1111, 01, 0000000000000001, 1
1330, 00, 1111, 01, 0000000000000000, 0
1331, 00, 1111, 01, 0000000000000001, 1
1332, 00, 1111, 01, 0000000000000011, 3
1333, 00, 1111, 01, 0000000000000000, 0
1334, 00, 1111, 01, 1111111111111111, -1
1335, 00, 1111, 01, 0000000000000001, 1
1336, 00, 1111, 01, 0000000000000001, 1
1337, 00, 1111, 01, 0000000000000000, 0
1338, 00, 1111, 01, 0000000000000000, 0
1339, 00, 1111, 01, 0000000000000011, 3
1340, 00, 1111, 01, 0000000000000001, 1
1341, 00, 1111, 01, 0000000000000001, 1
1342, 00, 1111, 01, 0000000000000000, 0
1343, 00, 1111, 01, 0000000000000001, 1
1344, 00, 1111, 01, 0000000000000000, 0
1345, 00, 1111, 01, 0000000000000010, 2
1346, 00, 1111, 01, 0000000000000001, 1
1347, 00, 1111, 01, 1111111111111111, -1
1348, 00, 1111, 01, 0000000000000010, 2
1349, 00, 1111, 01, 0000000000000001, 1
1350, 00, 1111, 01, 0000000000000001, 1
1351, 00, 1111, 01, 0000000000000000, 0
1352, 00, 1111, 01, 1111111111111111, -1
1353, 00, 1111, 01, 0000000000000000, 0
1354, 00, 1111, 01, 1111111111111110, -2
1355, 00, 1111, 01, 0000000000000001, 1
1356, 00, 1111, 01, 0000000000000000, 0
1357, 00, 1111, 01, 0000000000000000, 0
1358, 00, 1111, 01, 0000000000000010, 2
1359, 00, 1111, 01, 0000000000000010, 2
1360, 00, 1111, 01, 0000000000000001, 1
1361, 00, 1111, 01, 0000000000000001, 1
1362, 00, 1111, 01, 0000000000000000, 0
1363, 00, 1111, 01, 0000000000000001, 1
1364, 00, 1111, 01, 0000000000000001, 1
1365, 00, 1111, 01, 0000000000000001, 1
1366, 00, 1111, 01, 0000000000000000, 0
1367, 00, 1111, 01, 0000000000000001, 1
1368, 00, 1111, 01, 0000000000000001, 1
1369, 00, 1111, 01, 0000000000000001, 1
1370, 00, 1111, 01, 0000000000000001, 1
1371, 00, 1111, 01, 0000000000000001, 1
1372, 00, 1111, 01, 1111111111111111, -1
1373, 00, 1111, 01, 0000000000000010, 2
1374, 00, 1111, 01, 0000000000000010, 2
1375, 00, 1111, 01, 0000000000000001, 1
1376, 00, 1111, 01, 0000000000000001, 1
1377, 00, 1111, 01, 0000000000000001, 1
1378, 00, 1111, 01, 0000000000000010, 2
1379, 00, 1111, 01, 0000000000000010, 2
1380, 00, 1111, 01, 0000000000000011, 3
1381, 00, 1111, 01, 0000000000000000, 0
1382, 00, 1111, 01, 1111111111111111, -1
1383, 00, 1111, 01, 1111111111111111, -1
1384, 00, 1111, 01, 1111111111111111, -1
1385, 00, 1111, 01, 1111111111111110, -2
1386, 00, 1111, 01, 0000000000000001, 1
1387, 00, 1111, 01, 0000000000000000, 0
1388, 00, 1111, 01, 1111111111111111, -1
1389, 00, 1111, 01, 1111111111111111, -1
1390, 00, 1111, 01, 0000000000000010, 2
1391, 00, 1111, 01, 1111111111111111, -1
1392, 00, 1111, 01, 1111111111111111, -1
1393, 00, 1111, 01, 0000000000000000, 0
1394, 00, 1111, 01, 0000000000000000, 0
1395, 00, 1111, 01, 1111111111111111, -1
1396, 00, 1111, 01, 1111111111111110, -2
1397, 00, 1111, 01, 1111111111111111, -1
1398, 00, 1111, 01, 0000000000000000, 0
1399, 00, 1111, 01, 1111111111111111, -1
1400, 00, 1111, 01, 1111111111111111, -1
1401, 00, 1111, 01, 0000000000000001, 1
1402, 00, 1111, 01, 0000000000000000, 0
1403, 00, 1111, 01, 0000000000000000, 0
1404, 00, 1111, 01, 0000000000000000, 0
1405, 00, 1111, 01, 0000000000000000, 0
1406, 00, 1111, 01, 1111111111111111, -1
1407, 00, 1111, 01, 0000000000000010, 2
1408, 00, 1111, 01, 0000000000000000, 0
1409, 00, 1111, 01, 0000000000000000, 0
1410, 00, 1111, 01, 0000000000000010, 2
1411, 00, 1111, 01, 0000000000000000, 0
1412, 00, 1111, 01, 0000000000000000, 0
1413, 00, 1111, 01, 0000000000000010, 2
1414, 00, 1111, 01, 0000000000000000, 0
1415, 00, 1111, 01, 1111111111111111, -1
1416, 00, 1111, 01, 0000000000000000, 0
1417, 00, 1111, 01, 0000000000000000, 0
1418, 00, 1111, 01, 0000000000000010, 2
1419, 00, 1111, 01, 0000000000000001, 1
1420, 00, 1111, 01, 0000000000000001, 1
1421, 00, 1111, 01, 0000000000000000, 0
1422, 00, 1111, 01, 0000000000000001, 1
1423, 00, 1111, 01, 0000000000000000, 0
1424, 00, 1111, 01, 0000000000000010, 2
1425, 00, 1111, 01, 0000000000000011, 3
1426, 00, 1111, 01, 1111111111111111, -1
1427, 00, 1111, 01, 1111111111111111, -1
1428, 00, 1111, 01, 0000000000000000, 0
1429, 00, 1111, 01, 0000000000000001, 1
1430, 00, 1111, 01, 1111111111111111, -1
1431, 00, 1111, 01, 0000000000000001, 1
1432, 00, 1111, 01, 0000000000000000, 0
1433, 00, 1111, 01, 0000000000000001, 1
1434, 00, 1111, 01, 0000000000000001, 1
1435, 00, 1111, 01, 0000000000000001, 1
1436, 00, 1111, 01, 1111111111111111, -1
1437, 00, 1111, 01, 0000000000000000, 0
1438, 00, 1111, 01, 0000000000000011, 3
1439, 00, 1111, 01, 0000000000000000, 0
1440, 00, 1111, 01, 0000000000000000, 0
1441, 00, 1111, 01, 0000000000000000, 0
1442, 00, 1111, 01, 0000000000000010, 2
1443, 00, 1111, 01, 0000000000000001, 1
1444, 00, 1111, 01, 0000000000000000, 0
1445, 00, 1111, 01, 0000000000000010, 2
1446, 00, 1111, 01, 0000000000000001, 1
1447, 00, 1111, 01, 0000000000000000, 0
1448, 00, 1111, 01, 1111111111111110, -2
1449, 00, 1111, 01, 1111111111111111, -1
1450, 00, 1111, 01, 0000000000000010, 2
1451, 00, 1111, 01, 0000000000000100, 4
1452, 00, 1111, 01, 0000000000000001, 1
1453, 00, 1111, 01, 0000000000000011, 3
1454, 00, 1111, 01, 1111111111111111, -1
1455, 00, 1111, 01, 0000000000000001, 1
1456, 00, 1111, 01, 0000000000000011, 3
1457, 00, 1111, 01, 0000000000000010, 2
1458, 00, 1111, 01, 0000000000000000, 0
1459, 00, 1111, 01, 1111111111111111, -1
1460, 00, 1111, 01, 0000000000000010, 2
1461, 00, 1111, 01, 0000000000000010, 2
1462, 00, 1111, 01, 0000000000000001, 1
1463, 00, 1111, 01, 0000000000000001, 1
1464, 00, 1111, 01, 0000000000000001, 1
1465, 00, 1111, 01, 0000000000000000, 0
1466, 00, 1111, 01, 0000000000000000, 0
1467, 00, 1111, 01, 0000000000000001, 1
1468, 00, 1111, 01, 0000000000000010, 2
1469, 00, 1111, 01, 0000000000000001, 1
1470, 00, 1111, 01, 0000000000000000, 0
1471, 00, 1111, 01, 0000000000000000, 0
1472, 00, 1111, 01, 0000000000000001, 1
1473, 00, 1111, 01, 0000000000000000, 0
1474, 00, 1111, 01, 0000000000000010, 2
1475, 00, 1111, 01, 0000000000000010, 2
1476, 00, 1111, 01, 0000000000000010, 2
1477, 00, 1111, 01, 0000000000000001, 1
1478, 00, 1111, 01, 0000000000000010, 2
1479, 00, 1111, 01, 0000000000000010, 2
1480, 00, 1111, 01, 0000000000000001, 1
1481, 00, 1111, 01, 0000000000000001, 1
1482, 00, 1111, 01, 0000000000000000, 0
1483, 00, 1111, 01, 0000000000000000, 0
1484, 00, 1111, 01, 0000000000000010, 2
1485, 00, 1111, 01, 0000000000000010, 2
1486, 00, 1111, 01, 1111111111111111, -1
1487, 00, 1111, 01, 0000000000000000, 0
1488, 00, 1111, 01, 0000000000000000, 0
1489, 00, 1111, 01, 0000000000000001, 1
1490, 00, 1111, 01, 0000000000000000, 0
1491, 00, 1111, 01, 0000000000000000, 0
1492, 00, 1111, 01, 0000000000000000, 0
1493, 00, 1111, 01, 0000000000000000, 0
1494, 00, 1111, 01, 0000000000000000, 0
1495, 00, 1111, 01, 0000000000000001, 1
1496, 00, 1111, 01, 0000000000000000, 0
1497, 00, 1111, 01, 0000000000000001, 1
1498, 00, 1111, 01, 0000000000000000, 0
1499, 00, 1111, 01, 0000000000000000, 0
1500, 00, 1111, 01, 0000000000000000, 0
1501, 00, 1111, 01, 1111111111111111, -1
1502, 00, 1111, 01, 0000000000000000, 0
1503, 00, 1111, 01, 1111111111111111, -1
1504, 00, 1111, 01, 1111111111111111, -1
1505, 00, 1111, 01, 1111111111111101, -3
1506, 00, 1111, 01, 0000000000000001, 1
1507, 00, 1111, 01, 0000000000000001, 1
1508, 00, 1111, 01, 0000000000000000, 0
1509, 00, 1111, 01, 0000000000000000, 0
1510, 00, 1111, 01, 0000000000000001, 1
1511, 00, 1111, 01, 0000000000000001, 1
1512, 00, 1111, 01, 0000000000000001, 1
1513, 00, 1111, 01, 0000000000000000, 0
1514, 00, 1111, 01, 0000000000000001, 1
1515, 00, 1111, 01, 0000000000000000, 0
1516, 00, 1111, 01, 0000000000000000, 0
1517, 00, 1111, 01, 1111111111111111, -1
1518, 00, 1111, 01, 1111111111111111, -1
1519, 00, 1111, 01, 1111111111111110, -2
1520, 00, 1111, 01, 0000000000000000, 0
1521, 00, 1111, 01, 0000000000000000, 0
1522, 00, 1111, 01, 0000000000000001, 1
1523, 00, 1111, 01, 0000000000000000, 0
1524, 00, 1111, 01, 0000000000000010, 2
1525, 00, 1111, 01, 0000000000000001, 1
1526, 00, 1111, 01, 0000000000000000, 0
1527, 00, 1111, 01, 1111111111111111, -1
1528, 00, 1111, 01, 0000000000000000, 0
1529, 00, 1111, 01, 1111111111111111, -1
1530, 00, 1111, 01, 1111111111111111, -1
1531, 00, 1111, 01, 1111111111111111, -1
1532, 00, 1111, 01, 0000000000000001, 1
1533, 00, 1111, 01, 0000000000000000, 0
1534, 00, 1111, 01, 0000000000000001, 1
1535, 00, 1111, 01, 0000000000000010, 2
